node_cpu_seconds_total_idle_0,node_cpu_seconds_total_iowait_0,node_cpu_seconds_total_irq_0,node_cpu_seconds_total_nice_0,node_cpu_seconds_total_softirq_0,node_cpu_seconds_total_steal_0,node_cpu_seconds_total_system_0,node_cpu_seconds_total_user_0,node_cpu_seconds_total_idle_1,node_cpu_seconds_total_iowait_1,node_cpu_seconds_total_irq_1,node_cpu_seconds_total_nice_1,node_cpu_seconds_total_softirq_1,node_cpu_seconds_total_steal_1,node_cpu_seconds_total_system_1,node_cpu_seconds_total_user_1,node_cpu_seconds_total_idle_2,node_cpu_seconds_total_iowait_2,node_cpu_seconds_total_irq_2,node_cpu_seconds_total_nice_2,node_cpu_seconds_total_softirq_2,node_cpu_seconds_total_steal_2,node_cpu_seconds_total_system_2,node_cpu_seconds_total_user_2,node_cpu_seconds_total_idle_3,node_cpu_seconds_total_iowait_3,node_cpu_seconds_total_irq_3,node_cpu_seconds_total_nice_3,node_cpu_seconds_total_softirq_3,node_cpu_seconds_total_steal_3,node_cpu_seconds_total_system_3,node_cpu_seconds_total_user_3,node_memory_Active_bytes_idle_0,node_load1_idle_0,node_load5_idle_0,node_load15_idle_0,node_memory_MemAvailable_bytes_idle_0,node_memory_MemFree_bytes_idle_0,node_memory_MemTotal_bytes_idle_0,timestamp
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:31.661
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:32.744
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:33.840
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:34.886
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:35.965
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:37.056
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:38.138
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:39.203
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:40.313
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:41.404
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:42.446
1941.58,33.74,0,0.19,0.46,0,52.18,168.68,1944.56,33.01,0,0.2,0.79,0,54.35,168.31,1960.69,25.14,0,0.12,0.67,0,46.93,171.65,1932.86,27.87,0,0.14,7.9,0,49.96,160.92,1282150400,0.52,0.36,0.35,693325824,216670208,3364966400,2019-07-30 09:40:43.537
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:44.616
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:45.710
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:46.793
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:47.880
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:48.967
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:50.043
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:51.138
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:52.218
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:53.270
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:54.364
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:55.459
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:56.535
1951.92,33.74,0,0.19,0.46,0,53.15,170.9,1954.34,33.01,0,0.2,0.79,0,55.92,171.18,1970.63,25.14,0,0.12,0.67,0,48.13,174.27,1942.83,27.87,0,0.14,8.12,0,50.96,163.25,1288601600,0.62,0.39,0.36,684470272,207478784,3364966400,2019-07-30 09:40:57.581
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:40:58.661
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:40:59.748
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:00.837
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:01.884
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:02.970
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:04.055
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:05.138
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:06.178
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:07.260
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:08.346
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:09.423
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:10.464
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:11.556
1961.75,33.74,0,0.19,0.46,0,54.35,173.53,1964.03,33.01,0,0.2,0.8,0,57.11,173.92,1980.58,25.15,0,0.12,0.68,0,49.38,176.67,1952.47,28.07,0,0.14,8.33,0,52.13,165.58,1286369280,0.63,0.41,0.37,681775104,204660736,3364966400,2019-07-30 09:41:12.641
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:13.719
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:14.826
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:15.866
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:16.904
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:17.990
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:19.071
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:20.156
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:21.197
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:22.236
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:23.328
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:24.405
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:25.497
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:26.542
1972.59,33.74,0,0.19,0.46,0,55.92,175.15,1974.84,33.01,0,0.21,0.8,0,58.7,175.62,1991.47,25.15,0,0.12,0.69,0,51.1,178.27,1963.17,28.07,0,0.14,8.49,0,53.7,167.04,1289371648,0.8,0.45,0.38,681476096,204349440,3364966400,2019-07-30 09:41:27.627
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:28.714
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:29.819
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:30.910
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:31.997
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:33.081
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:34.161
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:35.246
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:36.288
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:37.335
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:38.369
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:39.469
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:40.572
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:41.652
1983.23,33.74,0,0.19,0.47,0,57.13,176.93,1985.25,33.01,0,0.21,0.81,0,60.05,177.71,2001.91,25.16,0,0.12,0.71,0,52.86,180.44,1973.56,28.07,0,0.14,8.67,0,55.02,168.95,1291337728,0.99,0.51,0.41,674684928,197439488,3364966400,2019-07-30 09:41:42.698
1993.92,33.74,0,0.19,0.48,0,58.71,178.81,1995.98,33.01,0,0.21,0.81,0,61.41,179.41,2012.67,25.16,0,0.12,0.71,0,54.24,182.16,1984.22,28.07,0,0.14,8.84,0,56.77,170.67,1292406784,1,0.54,0.41,677490688,200110080,3364966400,2019-07-30 09:41:43.744
