TIME_STAMP,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,att17,att18,1tt19,att20,att21,att22,att23,att24,att25,att26,att27,id,label
8/12/2010 13:01,5.72E-04,0,2.94E-05,2.67E-04,0,0,0,0,3.41E-04,2.64E-04,0,8.70E-04,0.008605957,0.003702799,0,2.44E-04,3.48E-04,0,0,0,2.26E-06,0.00132921,2.55E-04,0,0.005285192,0.046474881,49744,'no'
8/13/2010 13:01,0.00169316,0,7.84E-04,8.02E-04,1.58E-05,0,0,0,0.003029152,5.22E-04,9.04E-06,0.003686976,0.006008572,5.15E-04,0,1.76E-04,3.53E-04,2.26E-06,0,6.78E-06,0,1.15E-04,1.63E-04,0,1.33E-04,0.002109104,49464,'no'
8/14/2010 13:01,1.09E-04,0,1.83E-04,1.20E-04,2.26E-06,0,0,0,9.27E-05,2.26E-06,0,5.04E-04,4.09E-04,2.49E-05,2.26E-06,9.04E-06,6.78E-06,0,0,0,4.52E-06,1.81E-05,2.26E-06,2.26E-06,3.62E-05,1.60E-04,49520,'no'
8/15/2010 13:01,0,0,0,0,0,0,0,0,0.003605595,0,0,0.003408927,0,0,0,0,0,0,0,0,0.007340043,0,0,0.043705693,1.29E-04,0,49324,'no'
8/16/2010 13:01,0.090643989,0.005303277,0,0.009478534,0.06584111,0,0,0,0,0,4.52E-06,0,6.78E-06,0.045613607,0,0,0.001026295,0,0,0,0,0,0,0,0,0,49061,'no'
8/17/2010 13:01,0.002809878,3.16E-05,0.001485189,0.001799407,1.90E-04,0,0,0,0.001553006,1.04E-04,2.03E-05,0.011524342,0.009435583,0.001349555,2.71E-05,2.55E-04,7.10E-04,2.26E-06,4.52E-06,0,0.001241048,2.76E-04,9.27E-05,9.72E-04,0.001078288,0.004401313,49501,'no'
8/18/2010 13:01,0.001062464,0,1.24E-04,1.36E-04,0,0,0,0,0.033994321,5.65E-04,0,0.030388726,0.010604293,6.56E-05,2.26E-06,2.49E-04,3.39E-05,7.66E-04,4.52E-05,0,0.034950539,0.010608814,2.26E-04,0.015068902,0.0347923,0.027483905,49439,'no'
8/19/2010 13:01,1.67E-04,0,4.52E-06,1.65E-04,0,0,0,0,2.76E-04,6.78E-05,0,6.58E-04,0.006666395,4.70E-04,0,1.90E-04,3.44E-04,0,0,0,0,7.32E-04,9.72E-05,0,0.004030581,0.054845739,49725,'no'
8/20/2010 13:01,0.001340513,0,1.72E-04,2.06E-04,0,0,0,0,0.037159107,5.88E-04,0,0.032680935,0.00962547,7.46E-05,1.58E-05,2.19E-04,3.39E-05,0.001562048,7.01E-05,0,0.051897967,0.010760272,1.90E-04,0.021904839,0.041596589,0.020855939,49436,'no'
8/21/2010 13:01,0.055727358,0.044955783,0.001064724,9.86E-04,0.081009476,0,6.78E-06,3.62E-05,5.54E-04,1.36E-05,0,8.52E-04,1.72E-04,0.005122432,0,2.26E-06,3.71E-04,1.67E-04,0,0,3.84E-04,0,0,0.011219166,0,4.75E-05,49157,'no'
8/22/2010 13:01,0,0,0,0,0,0,0,0,0.00156883,0,0,0.001828794,0,0,0,0,0,0,0,0,0.004132306,0,0,0.044953523,3.82E-04,0,92,'yes'
8/23/2010 13:01,9.92E-04,0,5.88E-05,2.92E-04,2.26E-06,0,0,0,1.54E-04,7.93E-04,0,6.22E-04,0.030458804,0.001426414,0,4.11E-04,4.72E-04,0,0,0,0,1.18E-04,9.81E-04,0,3.71E-04,0.030359339,49619,'no'
8/24/2010 13:01,9.49E-05,0,4.07E-05,5.43E-05,0,0,0,0,2.06E-04,5.20E-05,0,6.40E-04,0.025173611,7.39E-04,6.78E-06,0.001749674,8.84E-04,0,0,0,0,3.84E-04,1.56E-04,0,0.002574779,0.035022877,49599,'no'
8/25/2010 13:01,0.096837927,0.003318504,0.005176685,0.01022678,0.01010923,2.03E-05,0.004048665,0.002633554,6.51E-04,0,0,0.004984538,9.47E-04,3.84E-05,0,4.88E-04,0.001202619,1.13E-05,0,0,0.010258427,2.26E-06,0,0.002746582,9.04E-06,0,49171,'no'
8/26/2010 13:01,9.68E-04,2.26E-06,1.36E-04,2.08E-04,1.81E-05,0,0,0,2.06E-04,0.001229745,4.52E-06,7.23E-04,0.031738281,0.002303512,1.36E-05,2.76E-04,3.96E-04,0,0,0,0,1.24E-04,0.002124928,0,3.73E-04,0.026566117,49596,'no'
8/27/2010 13:01,0.011635109,2.49E-05,1.31E-04,0.003646285,6.74E-04,0,0,0,1.02E-04,6.78E-06,0,9.04E-05,0.003630462,6.22E-04,0,4.52E-06,7.19E-04,0,0,0,0,0,0,0,0,2.44E-04,49851,'no'
8/28/2010 13:01,4.57E-04,0,3.89E-04,2.92E-04,6.78E-06,0,0,0,4.34E-04,0,0,0.001195837,0.001150626,2.71E-05,2.26E-06,2.26E-05,4.75E-05,4.52E-06,0,0,1.58E-05,1.13E-05,2.26E-06,4.52E-06,6.56E-05,5.56E-04,49525,'no'
8/29/2010 13:01,2.28E-04,0,1.58E-05,3.62E-05,0,0,0,0,7.37E-04,2.15E-04,0,9.00E-04,0.00422725,1.42E-04,0,2.49E-05,1.36E-05,0,0,0,8.59E-05,0.004595721,2.69E-04,3.62E-05,0.004573116,0.053812663,49672,'no'
8/30/2010 13:01,1.92E-04,0,2.26E-05,1.02E-04,0,0,0,0,1.56E-04,3.62E-05,0,6.06E-04,0.026586462,9.83E-04,0,0.003008807,8.91E-04,0,0,0,0,4.02E-04,1.60E-04,0,0.006415473,0.028668439,49610,'no'
8/31/2010 13:01,7.96E-04,6.78E-06,0,2.40E-04,3.84E-05,0,0,0,3.53E-04,2.03E-04,2.26E-06,6.06E-04,0.007396557,0.001277217,6.78E-06,5.43E-05,2.58E-04,0,0,0,0,2.35E-04,1.13E-04,0,0.001286259,0.043246799,49700,'no'
9/1/2010 13:01,1.67E-04,0,8.39E-04,9.72E-05,0,0,0,0,0.04792164,5.09E-04,0,0.052894875,0.030494973,3.84E-05,9.04E-06,4.54E-04,1.81E-05,0.016298647,5.38E-04,2.26E-06,0.003026892,0.033218949,2.19E-04,1.51E-04,0.059574834,0.164213958,18,'yes'
9/2/2010 13:01,0.007871275,9.04E-06,6.10E-05,0.002936469,6.24E-04,0,0,0,1.24E-04,3.16E-05,0,3.71E-04,0.004163954,8.07E-04,0,2.78E-04,8.61E-04,0,0,0,0,3.16E-05,2.26E-06,0,2.44E-04,4.57E-04,49822,'no'
9/3/2010 13:01,0.001033077,0,3.96E-04,7.30E-04,6.78E-06,0,0,0,4.84E-04,4.52E-05,2.26E-06,0.001763238,0.010927554,5.72E-04,6.78E-06,8.61E-04,0.001186795,0,0,0,6.33E-05,2.46E-04,6.33E-05,7.01E-05,0.002204047,0.056918674,49916,'no'
9/4/2010 13:01,4.48E-04,0,2.03E-05,2.03E-04,0,0,0,0,2.94E-04,1.83E-04,0,7.23E-04,0.00579834,7.26E-04,0,1.97E-04,4.72E-04,0,0,0,2.26E-06,7.05E-04,1.49E-04,0,0.004844383,0.05388048,49736,'no'
9/5/2010 13:01,8.82E-04,0,8.36E-04,6.69E-04,0,0,0,0,7.23E-04,6.78E-05,0,0.003110532,0.025078668,4.02E-04,4.52E-06,5.20E-04,5.36E-04,0,0,0,7.01E-05,1.58E-04,4.52E-06,9.49E-05,0.004078053,0.026756004,49987,'no'
9/6/2010 13:01,0.010681152,0.001541703,0.023817274,0.013120298,0.007500543,0.001175492,0.002378111,3.41E-04,0.009754322,4.30E-05,0,0.015613697,0.003280075,2.83E-04,1.58E-05,2.76E-04,9.22E-04,0.001921477,0,0,0.001150626,0,0,2.35E-04,1.36E-05,7.91E-05,49195,'no'
9/7/2010 13:01,0.001921477,0,7.80E-04,0.001279478,2.94E-05,0,0,0,0.001546224,6.78E-05,0,0.012274848,0.008449978,8.14E-04,6.78E-06,2.08E-04,4.68E-04,2.26E-06,0,0,5.65E-04,2.26E-04,4.52E-05,2.71E-05,4.66E-04,0.003372758,49546,'no'
9/8/2010 13:01,1.88E-04,0,0,0,0,0,0,0,0.003406666,2.78E-04,0,0.016416196,0.004855686,2.26E-06,0,9.04E-06,0,0,2.26E-06,0,9.68E-04,0.015428331,4.97E-05,9.04E-06,0.010570385,0.015627261,49558,'no'
9/9/2010 13:01,0.069684064,0.014126248,0.007620352,0.004878291,0.017040111,2.26E-06,8.59E-05,2.26E-06,0.004105179,6.78E-06,0,0.019985623,2.87E-04,1.40E-04,4.52E-06,0,3.16E-05,1.40E-04,0,0,0.004451045,0,6.78E-06,8.91E-04,0,4.07E-05,49215,'no'
9/10/2010 13:01,5.76E-04,6.78E-06,6.33E-05,2.51E-04,2.03E-05,0,0,0,2.53E-04,2.49E-04,1.36E-05,6.58E-04,0.033293547,0.003870081,0,3.64E-04,3.71E-04,0,0,0,0,2.06E-04,0.00233742,0,3.35E-04,0.024931731,49650,'no'
9/11/2010 13:01,0,0,0,0,0,0,0,0,6.69E-04,0,0,7.12E-04,0,0,0,0,0,0,0,0,0.007315177,0,0,0.050914623,0.001143844,4.07E-05,49228,'no'
9/12/2010 13:01,0.120162399,0.003558124,0,0.022106029,0.031901042,0,0,0,0,0,0,0,2.26E-05,0.033415618,0,0,1.58E-05,0,0,0,0,0,0,0,0,0,49068,'no'
9/13/2010 13:01,8.14E-05,0,1.56E-04,5.88E-05,0,0,0,0,1.42E-04,0,0,3.64E-04,1.60E-04,0,0,9.04E-06,2.26E-06,0,0,0,2.26E-06,0,0,2.26E-06,2.26E-06,0,49523,'no'
9/14/2010 13:01,4.30E-05,0,4.25E-04,4.52E-05,0,0,0,0,0.003709581,1.04E-04,0,0.00966616,0.009620949,0,2.26E-06,3.50E-04,4.52E-06,0,2.26E-06,0,4.52E-05,0.005927192,3.62E-05,2.26E-06,0.020426432,0.115073875,33,'yes'
9/15/2010 13:01,0.001082809,0,1.58E-05,2.74E-04,0,0,0,0,3.16E-04,9.61E-04,0,7.08E-04,0.011872468,0.00132695,0,1.02E-04,2.17E-04,0,0,0,0,6.80E-04,0.001096372,0,0.003284596,0.04659243,49678,'no'
9/16/2010 13:01,3.39E-05,0,7.69E-05,9.04E-06,0,0,0,0,0.007446289,2.26E-05,0,0.031713415,0.021558974,0,0,4.30E-05,0,0,0,0,0.00100821,0.016183359,0,0,0.032002767,0.076983417,47,'yes'
9/17/2010 13:01,8.34E-04,0,5.88E-05,3.68E-04,0,0,1.36E-05,0,1.38E-04,5.70E-04,4.52E-06,3.50E-04,0.008951823,0.002642596,0,1.56E-04,3.64E-04,0,6.33E-05,2.26E-06,0,5.47E-04,0.001822012,0,0.001399287,0.051836932,49668,'no'
9/18/2010 13:01,0.009067112,0.003225821,0.00809281,0.012627496,0.057818377,0.005674009,0.003347891,0.002990723,0.001532661,2.71E-05,3.39E-05,9.65E-04,2.80E-04,0.003115054,1.27E-04,1.79E-04,0.021685565,0.001553006,4.52E-06,0,0.003675673,9.49E-05,1.81E-05,0.032009549,2.33E-04,3.57E-04,49146,'no'
9/19/2010 13:01,0,0,0,0,0,0,0,0,7.44E-04,0,0,0.011734574,0,0,0,0,0,0,0,0,0.013554326,0,0,0.036302355,4.97E-04,0,49300,'no'
9/20/2010 13:01,0.09793656,0.005845812,0,0.010959201,0.064240632,0,0,0,0,0,1.13E-05,0,4.52E-06,0.044372559,0,0,0.001225224,0,0,0,0,0,6.78E-06,0,0,0,49065,'no'
9/21/2010 13:01,0.006571452,1.13E-05,1.88E-04,0.001060203,4.66E-04,0,0,0,7.46E-05,5.20E-05,0,4.41E-04,0.001620822,7.84E-04,0,9.49E-05,7.37E-04,0,0,0,0,2.94E-05,4.52E-06,0,8.36E-05,4.48E-04,49852,'no'
9/22/2010 13:01,6.10E-05,0,1.56E-04,0.001469365,4.52E-06,0,0,0,0.00547734,4.52E-06,0,0.010102449,0.004116482,2.03E-05,0,1.58E-05,9.04E-06,0,0,0,0.003130877,7.23E-04,0,0.01703559,0.002875434,0.00736943,26,'yes'
9/23/2010 13:01,6.99E-04,0,3.62E-05,2.71E-04,0,0,0,0,2.58E-04,1.33E-04,0,8.21E-04,0.02851246,0.004903158,0,0.001220703,4.09E-04,0,0,0,0,5.04E-04,0.002757885,0,0.002846047,0.0251284,49633,'no'
9/24/2010 13:01,9.74E-04,6.78E-06,4.52E-05,2.78E-04,2.71E-05,0,0,0,1.79E-04,0.001107675,0,7.12E-04,0.031647859,0.001914695,0,2.51E-04,3.46E-04,0,0,0,0,1.42E-04,0.001876266,0,4.11E-04,0.027409306,49657,'no'
9/25/2010 13:01,0.144976581,0.003074363,0,0.001720287,0.019465694,0,0,0,0,2.26E-06,2.26E-06,0,4.52E-06,1.13E-04,0,0,2.26E-05,0,0,0,0,0,0,0,0,0,49048,'no'
9/26/2010 13:01,0.18782326,0.033185041,0,0.001164189,0.003268772,0,0,2.26E-06,0,4.52E-06,0,0,1.36E-05,2.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,49094,'no'
9/27/2010 13:01,0.013323749,6.92E-04,0.018584075,0.021174678,0.005949797,6.04E-04,5.58E-04,4.81E-04,0.007505064,4.75E-05,0,0.009639034,0.003648546,1.18E-04,1.13E-05,5.56E-04,2.80E-04,9.36E-04,0,0,5.31E-04,9.04E-06,0,3.53E-04,5.20E-05,2.44E-04,49192,'no'
9/28/2010 13:01,1.83E-04,0,2.71E-05,4.30E-05,0,0,0,0,1.67E-04,7.91E-05,0,6.24E-04,0.023582176,6.76E-04,0,0.002452709,9.04E-04,0,0,0,0,3.10E-04,1.06E-04,0,0.002436885,0.036128291,49666,'no'
9/29/2010 13:01,0,0,2.26E-06,0,0,0,0,0,6.40E-04,0,0,0.007414641,0,0,0,0,0,0,0,0,0.020071524,0,0,0.037138762,7.69E-05,0,49316,'no'
9/30/2010 13:01,2.12E-04,0,2.26E-06,5.65E-05,0,0,0,0,2.74E-04,4.07E-05,0,6.26E-04,0.00616229,5.65E-04,4.52E-06,1.92E-04,4.72E-04,0,0,0,0,7.57E-04,8.82E-05,0,0.004172996,0.055141873,49722,'no'
10/1/2010 13:01,0,0,0,0,0,0,0,0,0.008816189,0,0,0.053007903,8.36E-05,0,0,0,0,0,0,0,0.045213487,9.00E-04,0,0.00471327,0.00181071,1.40E-04,42,'yes'
10/2/2010 13:01,0.00136764,2.26E-06,5.38E-04,8.02E-04,2.26E-06,0,0,4.52E-06,0.00112802,2.71E-05,4.52E-06,0.002651638,0.002271864,2.35E-04,0,2.71E-05,6.33E-05,0,0,0,1.36E-05,4.75E-05,6.78E-06,2.26E-06,9.27E-05,5.88E-04,49529,'no'
10/3/2010 13:01,0.002127188,0,2.58E-04,2.19E-04,0,0,0,0,0.007520888,5.65E-04,2.26E-06,0.012245461,0.03680872,1.04E-04,6.78E-06,2.94E-04,2.26E-05,4.11E-04,2.49E-05,0,0.009214048,0.017706977,1.74E-04,0.016445584,0.062405056,0.025013111,49407,'no'
10/4/2010 13:01,7.32E-04,0,2.94E-05,2.22E-04,0,0,0,0,2.22E-04,4.48E-04,0,4.93E-04,0.007862232,5.49E-04,0,2.06E-04,2.87E-04,0,0,0,0,6.44E-04,1.79E-04,0,0.002945511,0.053084762,49766,'no'
10/5/2010 13:01,5.43E-04,0,7.14E-04,1.42E-04,0,0,0,0,8.93E-04,2.74E-04,2.26E-05,0.005070439,0.021267361,0.001842357,0,1.40E-04,6.56E-05,0,1.81E-05,4.52E-06,0,2.46E-04,0.003994412,0,2.46E-04,0.014589663,49575,'no'
10/6/2010 13:01,9.38E-04,2.26E-06,5.43E-05,2.62E-04,2.71E-05,0,0,0,1.92E-04,8.73E-04,0,5.63E-04,0.030488191,0.001711245,0,3.26E-04,5.38E-04,0,0,0,0,1.33E-04,0.001356337,0,3.44E-04,0.029699255,49608,'no'
10/7/2010 13:01,0.002613209,2.26E-06,7.51E-04,0.001729329,4.97E-05,0,0,0,0.002362287,9.95E-05,0,0.00769043,0.008472584,0.001044379,2.26E-06,1.90E-04,7.03E-04,2.26E-06,0,0,2.03E-05,1.74E-04,4.52E-05,1.58E-05,5.36E-04,0.004645454,49463,'no'
10/8/2010 13:01,0.052671079,0.001394766,0.015801324,0.009862829,0.013375741,0.001679597,3.35E-04,0,0.002805357,2.03E-05,0,0.003521955,4.95E-04,0.005441171,5.38E-04,6.33E-05,4.30E-05,0.003494828,0,0,0.012114348,5.65E-05,0,0.01651114,2.03E-05,9.04E-06,49118,'no'
10/9/2010 13:01,0.102957266,0.005750868,0,0.014637135,0.058324743,0,0,0,0,0,1.36E-05,0,6.78E-06,0.040005154,0,0,6.24E-04,0,0,0,0,0,1.36E-05,0,0,2.26E-05,49066,'no'
10/10/2010 13:01,0.00229673,2.26E-06,0.001066985,0.001503273,3.39E-05,0,0,0,0.00165247,1.02E-04,0,0.012245461,0.007299353,8.73E-04,2.26E-06,1.36E-04,5.56E-04,2.26E-06,2.26E-06,0,7.75E-04,2.22E-04,4.30E-05,2.24E-04,6.49E-04,0.002059371,49458,'no'
10/11/2010 13:01,0.154733163,5.79E-04,0,0.018407751,0.024084021,0,0,0,0,0,6.78E-06,0,6.78E-05,0.016280563,0,0,2.26E-06,0,0,0,0,0,0,0,0,0,49071,'no'
10/12/2010 13:01,0.001003689,0,9.02E-04,5.74E-04,9.04E-06,0,0,0,0.001460323,4.07E-05,0,0.006707086,0.01328758,5.15E-04,4.52E-06,6.60E-04,5.99E-04,2.26E-06,0,0,6.78E-05,4.11E-04,9.04E-06,3.62E-05,0.005086263,0.030831796,49958,'no'
10/13/2010 13:01,0,0,2.26E-06,0,0,0,0,0,5.45E-04,0,0,0.005967882,0,0,0,0,0,0,0,0,0.022790979,0,0,0.03608082,5.65E-05,0,49315,'no'
10/14/2010 13:01,8.34E-04,0,5.88E-05,3.68E-04,0,0,1.36E-05,0,1.38E-04,5.70E-04,4.52E-06,3.50E-04,0.008951823,0.002642596,0,1.56E-04,3.64E-04,0,6.33E-05,2.26E-06,0,5.47E-04,0.001822012,0,0.001399287,0.051836932,49704,'no'
10/15/2010 13:01,0.052652995,0.002669723,0.01538538,0.009494358,0.014270924,0.001661513,2.64E-04,2.26E-06,0.003354673,2.03E-05,0,0.004347059,4.41E-04,0.004627369,3.75E-04,5.88E-05,3.16E-05,0.002882216,0,0,0.012507686,5.65E-05,0,0.015166106,1.58E-05,9.04E-06,49119,'no'
10/16/2010 13:01,8.18E-04,0,8.59E-05,3.39E-04,0,0,0,0,3.32E-04,1.99E-04,0,3.82E-04,0.008318866,0.003675673,0,1.09E-04,3.66E-04,0,0,0,0,4.48E-04,0.001464844,0,0.001779062,0.051357693,49705,'no'
10/17/2010 13:01,0.010242603,1.58E-05,1.65E-04,0.001878526,5.72E-04,0,0,0,4.52E-05,4.52E-06,0,5.88E-05,5.00E-04,7.91E-04,0,2.26E-05,7.53E-04,0,0,0,0,0,2.26E-06,0,0,3.73E-04,49861,'no'
10/18/2010 13:01,0.002827962,2.26E-06,0.00145128,0.002066153,1.58E-04,0,0,2.26E-06,0.001695421,1.49E-04,2.26E-06,0.012559679,0.01268627,0.001543963,3.16E-05,3.16E-04,8.66E-04,2.26E-06,0,2.26E-06,0.001254612,1.97E-04,4.75E-05,7.55E-04,7.57E-04,0.004715531,49499,'no'
10/19/2010 13:01,2.26E-06,0,2.26E-05,0,0,0,0,0,0.009279604,2.26E-05,0,0.007331,0.003456398,0,0,0,0,0,0,0,9.04E-06,0.002072935,0,0,0.012372052,0.005043312,54,'yes'
10/20/2010 13:01,1.36E-04,0,1.36E-05,6.33E-05,0,0,0,0,1.81E-04,5.65E-05,0,4.66E-04,0.023123282,7.78E-04,0,0.003320765,0.001335992,0,0,0,0,4.00E-04,9.27E-05,0,0.003998933,0.034066659,49603,'no'
10/21/2010 13:01,0,0,0,0,0,0,0,0,5.18E-04,0,0,0.00406901,0,0,0,0,0,0,0,0,0.023636429,0,0,0.035470468,5.88E-05,0,49276,'no'
10/22/2010 13:01,0,0,0,0,0,0,0,0,0.017781576,0,0,0.024909125,4.52E-06,0,0,0,0,0,0,0,0.039492007,7.89E-04,0,0.00531684,0.006254973,0,14,'yes'
10/23/2010 13:01,0.001306604,2.26E-05,3.91E-04,9.22E-04,2.49E-05,0,2.26E-06,2.26E-06,6.42E-04,9.95E-05,0,0.001874005,0.013859502,1.47E-04,2.26E-06,6.56E-04,3.89E-04,2.26E-06,2.26E-06,0,9.72E-05,2.22E-04,2.26E-06,1.45E-04,0.003646285,7.19E-04,49968,'no'
